"URI (segment de base https://rdf.archives-nationales.culture.gouv.fr/","Identifiant(s) de l’agent dans le(s) référentiel(s) des Archives nationales","Nom de la classe RiC-O d’appartenance","Forme privilégiée du nom de l’agent","Autres formes du nom de l’agent","Date de début d’existence","Date de fin d’existence","Statut juridique ou catégorie","Présence d’éléments historiques rédigés","Domaines fonctionnels ou fonctions","Identifiant ISNI","Identifiant Wikidata","Notice Wikipédia","URI BnF","Date de création de la notice","Date de dernière mise à jour de la notice"
"agent/003287","003287","rico:CorporateBody","Bureau du réseau d'acheteurs et de l'assistance juridique (ministères de l'Éducation nationale et de l'Enseignement supérieur et de la Recherche)",,"2009-01-01",,"service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/005066","005066","rico:CorporateBody","Bureau du réseau et de la politique territoriale (direction des archives de France)",,"2002-01-01","2010-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-07-30"
"agent/002967","002967","rico:CorporateBody","Bureau du réseau extérieur et de la coopération technologique (direction des relations internationales et de la coopération, ministère de l'Éducation nationale)",,"2000-01-01","2006-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/003000","003000","rico:CorporateBody","Bureau du réseau scolaire (direction de l'enseignement scolaire)",,"1997-01-01","2006-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/002639","002639","rico:CorporateBody","Bureau du réseau scolaire et de la politique de la ville (direction des écoles)",,"1993-01-01","1997-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/002715","002715","rico:CorporateBody","Bureau du réseau scolaire et des relations avec les collectivités territoriales (direction des lycées et collèges)","Bureau du réseau scolaire et des équipements | Bureau du réseau scolaire et des études prévisionnelles","1986-01-01","1997-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/004778","004778","rico:CorporateBody","Bureau du retour et de la réinsertion (direction de la population et des migrations) (1976-1980)",,"1976-01-01","1980-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/004503","004503","rico:CorporateBody","Bureau du retour et de la réinsertion (direction de la population et des migrations) (1981-2007)",,"1981-01-01","2007-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/006912","006912","rico:CorporateBody","Bureau du sauvetage et de la circulation maritimes (sous-direction de la sécurité maritime)","Bureau du sauvetage et de la circulation maritime","1997-01-01",,"service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/003639","003639","rico:CorporateBody","Bureau du second cycle et des diplômes d'études spécialisées (direction des enseignements supérieurs)",,"1989-01-01","1993-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/000241","000241","rico:CorporateBody","Bureau du secteur audiovisuel public","Bureau des affaires administratives et financières du secteur public de la communication audiovisuelle","1995-01-01",,,"non",,,,,,"2013-04-23","2013-04-23"
"agent/004509","004509","rico:CorporateBody","Bureau du service général (sous-direction de l'accès à la nationalité française)",,"1981-01-01",,"service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/007113","007113","rico:CorporateBody","Bureau du service intérieur et du matériel (direction du tourisme)",,"1984-01-01","1994-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/004099","004099","rico:CorporateBody","Bureau du service national et des objecteurs de conscience (direction de l'administration générale, du personnel et du budget, ministères chargés des affaires sociales)",,"1976-01-01","1987-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/002761","002761","rico:CorporateBody","Bureau du service social des personnels d'administration centrale (ministère de l'Éducation nationale)",,"1980-01-01","1982-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/002536","002536","rico:CorporateBody","Bureau du service social en faveur des personnels de l'administration centrale (ministère de l'Éducation)","Bureau du service social des personnels d'administration centrale","1974-01-01","1979-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/007439","007439","rico:CorporateBody","Bureau du sous-sol (service des matières premières et du sous-sol)",,"1978-01-01","1998-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/005685","005685","rico:CorporateBody","Bureau du soutien à la création (délégation aux arts plastiques)",,"2001-01-01","2010-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/002120","002120","rico:CorporateBody","Bureau du soutien opérationnel et du suivi (sous-direction de la lutte contre les fraudes, du contrôle et de l'éloignement)",,"2008-01-01",,"service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/001434","001434","rico:CorporateBody","Bureau du soutien opérationnel et logistique (direction de la sécurité civile)",,"2000-01-01","2011-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/005883","005883","rico:CorporateBody","Bureau du sport de haut niveau, des filières et des établissements nationaux (direction des sports)","Bureau de la vie de l'athlète","1993-01-01","2011-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/005872","005872","rico:CorporateBody","Bureau du sport de haut niveau (direction des sports)",,"1981-01-01","1986-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/050678","050678","rico:CorporateBody","Bureau du sport de haut niveau et des fédérations unisport (direction des sports)",,"2013-02-13",,,"oui",,,,,,"2014-01-24",
"agent/005874","005874","rico:CorporateBody","Bureau du sport de haut niveau et des relations avec les fédérations sportives uni-sport (direction des sports)",,"1979-01-01","1981-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/005877","005877","rico:CorporateBody","Bureau du sport pour tous (direction des sports)",,"1979-01-01","1981-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/005139","005139","rico:CorporateBody","Bureau du statut de l'artiste (délégation aux arts plastiques)",,"2001-01-01","2010-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/000753","000753","rico:CorporateBody","Bureau du statut des magistrats, de la déontologie et du contentieux des services judiciaires (sous-direction de la magistrature, direction des services judiciaires)",,"2006-01-01","2007-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/000399","000399","rico:CorporateBody","Bureau du statut des magistrats et du contentieux des services judiciaires (sous-direction de la magistrature, direction des services judiciaires)",,"1983-01-01","2006-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-07-25"
"agent/000755","000755","rico:CorporateBody","Bureau du statut et de la déontologie (sous-direction des ressources humaines de la magistrature, direction des services judiciaires)",,"2010-01-01",,"service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/000168","000168","rico:CorporateBody","Bureau du statut général et du dialogue social (direction générale de l'administration et de la fonction publique)","Bureau B8 | Bureau du statut général (bureau FP3)","1988-01-01",,"service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/008572","008572","rico:CorporateBody","Bureau du stockage, de l'équipement frigorifique et du conditionnement (direction de l'aménagement, ministère de l'Agriculture)",,"1976-01-01","1984-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/008529","008529","rico:CorporateBody","Bureau du sucre, des oléoprotéagineux et céréales transformés et de la valorisation non alimentaire (service des politiques industrielles agro-alimentaires)",,"1987-02-10","1991-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2022-09-23"
"agent/008419","008419","rico:CorporateBody","Bureau du sucre, des productions non alimentaires et de deuxième transformation (service de la production et des marchés, ministère de l'Agriculture)",,"1999-01-01","2006-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/003680","003680","rico:CorporateBody","Bureau du Sud-Est (sous-direction des contrats d'établissement, de pôle et de site, direction générale de l'enseignement supérieur)","Bureau des établissements du Sud-Est","1997-01-01","2009-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/003681","003681","rico:CorporateBody","Bureau du Sud-Ouest (sous-direction des contrats d'établissement, de pôle et de site, direction générale de l'enseignement supérieur)","Bureau des établissements du Sud-Ouest","1997-01-01","2009-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/000769","000769","rico:CorporateBody","Bureau du suivi des applications informatiques des services judiciaires (direction des services judiciaires)",,"2010-01-01",,"service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/001787","001787","rico:CorporateBody","Bureau du suivi des contentieux déconcentrés, de la veille et de la qualité juridique (ministère de l'Intérieur)",,"2009-01-01",,"service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/006207","006207","rico:CorporateBody","Bureau du système d'information budgétaire, comptable et de gestion (ministère de l'Équipement)",,"2003-01-01","2005-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/006251","006251","rico:CorporateBody","Bureau du système d'information de l'activité des services (ministère de l'Équipement)",,"2001-01-01","2005-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/003933","003933","rico:CorporateBody","Bureau du système d'information de l'enseignement supérieur et de la recherche universitaire",,"2006-01-01","2009-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/009412","009412","rico:CorporateBody","Bureau du système d'information des ressources humaines (direction des personnels militaires de la gendarmerie nationale)",,"2009-01-01",,"service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/006250","006250","rico:CorporateBody","Bureau du système d'information des ressources humaines (ministère de l'Équipement)",,"2001-01-01","2005-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/004181","004181","rico:CorporateBody","Bureau du thermalisme, du climatisme et des eaux minérales (direction générale de la santé)",,"1984-01-01","2000-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/007741","007741","rico:CorporateBody","Bureau du tourisme associatif et familial (direction des industries touristiques)",,"1986-01-01","1990-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/007099","007099","rico:CorporateBody","Bureau du tourisme social (direction de l'aménagement et des professions touristiques)",,"1974-01-01","1978-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/006963","006963","rico:CorporateBody","Bureau du trafic maritime (direction de la flotte de commerce)",,"1982-01-01","1997-12-31","service d’administration centrale","non",,,,,,"2015-09-30","2015-09-30"
"agent/005462","005462","rico:CorporateBody","Bureau du traitement des archives et de l'informatisation (direction des archives de France)",,"2002-01-01","2010-12-31","service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/004036","004036","rico:CorporateBody","Bureau du traitement des personnels administratifs (rectorat de l'académie de Paris)",,"1976-01-01",,"service déconcentré de l’Etat","non",,,,,,"2013-04-23","2013-04-23"
"agent/009699","009699","rico:CorporateBody","Bureau du transport automobile (direction des services administratifs et financiers du Premier ministre)",,"2011-01-01",,"service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
"agent/000506","000506","rico:CorporateBody","Bureau du travail, de la formation et de l'emploi (sous-direction des personnes placées sous main de justice, direction de l'administration pénitentiaire)","Bureau du travail et de l'emploi, de l'enseignement et de la formation professionnelle | Bureau du travail pénitentiaire et de la formation professionnelle | Bureau du travail et de la formation professionnelle","1979-01-01",,"service d’administration centrale","non",,,,,,"2015-09-30","2015-09-30"
"agent/006936","006936","rico:CorporateBody","Bureau du travail maritime (direction des affaires maritimes)","Bureau de l'inspection du travail maritime","1997-01-01",,"service d’administration centrale","non",,,,,,"2013-04-23","2013-04-23"
