"URI (segment de base https://rdf.archives-nationales.culture.gouv.fr/","Identifiant du concept dans la version du référentiel interne au SIA","Nom de la classe RiC-O d’appartenance","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Définition (skos:definition)","Note sur la portée (skos:scopeNote)","Identifiant du concept générique (skos:broader)","Dénomination du concept générique","Exemples","Concepts associés (skos:related)","Concepts équivalents dans autres thésaurus (skos:exactMatch)","Concepts proches dans autres thésaurus (skos:closeMatch)","Concepts spécifiques dans autres thésaurus (skos:narrowMatch)","Concepts génériques dans autres thésaurus (skos:broadMatch)","Concepts associés dans autres thésaurus (skos:relatedMatch)","Notes sur les modifications effectuées pour ce concept (skos:changeNote)"
"thing/FRAN_RI_004-d3ndf5ohkx-8g64pha0lduq","d3ndf5ohkx-8g64pha0lduq","Thing","aménagement du territoire",,"Ensemble des actions publiques tendant à un développement équilibré des régions et à une organisation de l’espace selon une conception directrice (vie-publique.fr).",,"thing/FRAN_RI_004-d699mrczm5o--b6duswlz0lij","politique économique",,"thing/FRAN_RI_004-d3ndfbnfaz-1b1crqtil7srx",,,,,,
"thing/FRAN_RI_004-d3ndfdcffa-3jry84j95htd","d3ndfdcffa-3jry84j95htd","Thing","aménagement foncier",,,,"thing/FRAN_RI_004-d3ndfdbzwk--1t6djrrifu7b0","équipement",,"thing/FRAN_RI_004-d3ndf7mp8c--lfv8chkh02yo",,,,,,
"thing/FRAN_RI_004-d3ndf7gwcr-gya9dqb5i3vv","d3ndf7gwcr-gya9dqb5i3vv","Thing","aménagement forestier",,"L'aménagement forestier consiste à régler l'exploitation d'une forêt de façon à ce qu'elle fournisse un rapport annuel aussi soutenu et avantageux que possible. Tous les bois et domaines de l'Etat sont assujettis à un aménagement réglé par arrêté ministériel.",,"thing/FRAN_RI_004-d3ndf7gego-1vxxcimg31779","forêt",,,,,,,,
"thing/FRAN_RI_004-d3ndf7fc3d--5ld8y289ozrw","d3ndf7fc3d--5ld8y289ozrw","Thing","aménagement rural","équipement rural","Ensemble des opérations destinées à améliorer les conditions et le cadre de vie des habitants du milieu rural, à moderniser et à diversifier leurs activités économiques (agriculture, industrie, artisanat, tourisme).",,"thing/FRAN_RI_004-d3ndf7etrr--1aoyqb66di8ae","agriculture",,,,,,,,
"thing/FRAN_RI_004-d3ndf3wtyu--hbz2caascm3w","d3ndf3wtyu--hbz2caascm3w","Thing","amende","contravention",,,"thing/FRAN_RI_004-d3ndf3wa4w-17dy27obm1pb1","peine",,,,,,,,
"thing/FRAN_RI_004-d3ndesi1q2-e252pveo4kqy","d3ndesi1q2-e252pveo4kqy","Thing","amendement",,,,"thing/FRAN_RI_004-d3ndesh692--omgiwebfvr5o","loi",,,,,,,,
"thing/FRAN_RI_004-d3ndfaexp4--eknrc6mjrjka","d3ndfaexp4--eknrc6mjrjka","Thing","ameublement",,,,"thing/FRAN_RI_004-d3ndfaee2y--ni1qzndq4trv","industrie du bois",,,,,,,,
"thing/FRAN_RI_004-d3ndfbb9i4-nlxzg331c8jw","d3ndfbb9i4-nlxzg331c8jw","Thing","amiante",,,,"thing/FRAN_RI_004-d3ndfbapgf-lneeqvof5l01","minerai",,,,,,,,
"thing/FRAN_RI_004-d3ndf3xbff--1xepycg7ns3c1","d3ndf3xbff--1xepycg7ns3c1","Thing","amnistie","abolition de peine",,,"thing/FRAN_RI_004-d3ndf3wa4w-17dy27obm1pb1","peine",,,,,,,,
"thing/FRAN_RI_004-d3ndfhpct3-camcexnqatzq","d3ndfhpct3-camcexnqatzq","Thing","analyse médicale",,,,"thing/FRAN_RI_004-d3ndfhp1dt-1aqdqyinkza06","biologie médicale",,,,,,,,
"thing/FRAN_RI_004-d3nder3i6p-1k1csf3sg9k47","d3nder3i6p-1k1csf3sg9k47","Thing","anarchisme","anarchiste",,,"thing/FRAN_RI_004-d3nder2ofs-144mteblyd657","mouvement politique",,,,,,,,
"thing/FRAN_RI_004-d3nder4an1--1ogoh0mjvottz","d3nder4an1--1ogoh0mjvottz","Thing","anarchisme (Première République)","terrorisme (Première République) | jacobinisme (Première République)",,,"thing/FRAN_RI_004-d3nder2ofs-144mteblyd657","mouvement politique",,,,,,,,
"thing/FRAN_RI_004-d3ndexmdxs--1knax58jd5luq","d3ndexmdxs--1knax58jd5luq","Thing","ancien combattant","vétéran",,,"thing/FRAN_RI_004-d3ndexloac--1npmzrgou9tbu","armée",,,,,,,,
"thing/FRAN_RI_004-d3ndf89hfo-h1kwi0b1wjy8","d3ndf89hfo-h1kwi0b1wjy8","Thing","animal domestique",,,,"thing/FRAN_RI_004-d3ndf88fpn--ransqu5ezihm","protection animale",,,,,,,,
"thing/FRAN_RI_004-d3ndfcucnf-1ndxpmxpin4f4","d3ndfcucnf-1ndxpmxpin4f4","Thing","animal nuisible",,,,"thing/FRAN_RI_004-d3ndfctqnw-yc00yn9tywwn","faune",,,,,,,,
"thing/FRAN_RI_004-d3ndfw5k6q-daumq8ljhu35","d3ndfw5k6q-daumq8ljhu35","Thing","animation socio-culturelle","animation | animation socio-éducative",,,"thing/FRAN_RI_004-d3ndfq0vyg-jo785pt8fld2","action culturelle",,,,,,,,
"thing/FRAN_RI_004-d3ndf1rri2--1cbem8d0krn62","d3ndf1rri2--1cbem8d0krn62","Thing","annulation de mariage",,,,"thing/FRAN_RI_004-d3ndf1r7o4-wnlqtr86pftk","mariage",,,,,,,,
"thing/FRAN_RI_004-d3ndf20fmq-qezk31qzwthx","d3ndf20fmq-qezk31qzwthx","Thing","anoblissement",,,,"thing/FRAN_RI_004-d3ndf1zw0k-1k2ieoeojswg1","titre nobiliaire",,,,,,,,
"thing/FRAN_RI_004-d3nder52g3--1cp3xp51ahezc","d3nder52g3--1cp3xp51ahezc","Thing","anticléricalisme",,,,"thing/FRAN_RI_004-d3nder2ofs-144mteblyd657","mouvement politique",,,,,,,,
"thing/FRAN_RI_004-d3nder5zfe-in2jfr4klabe","d3nder5zfe-in2jfr4klabe","Thing","anticommunisme",,,,"thing/FRAN_RI_004-d3nder2ofs-144mteblyd657","mouvement politique",,,,,,,,
"thing/FRAN_RI_004-d3nder6ttk--wum3axfx76xp","d3nder6ttk--wum3axfx76xp","Thing","antifascisme",,,,"thing/FRAN_RI_004-d3nder2ofs-144mteblyd657","mouvement politique",,,,,,,,
"thing/FRAN_RI_004-d3nder7l74--2szllpk5cyby","d3nder7l74--2szllpk5cyby","Thing","antimilitarisme","pacifisme",,,"thing/FRAN_RI_004-d3nder2ofs-144mteblyd657","mouvement politique",,,,,,,,
"thing/FRAN_RI_004-d3nder8ouz-19lpk4roj5k4z","d3nder8ouz-19lpk4roj5k4z","Thing","antiparlementarisme",,,,"thing/FRAN_RI_004-d3nder2ofs-144mteblyd657","mouvement politique",,,,,,,,
"thing/FRAN_RI_004-d3ndfi16yw-18beg1fgy1m6v","d3ndfi16yw-18beg1fgy1m6v","Thing","antisémitisme",,,,"thing/FRAN_RI_004-d3ndfi0u92-1d2fdczt34iui","discrimination sociale",,,,,,,,
"thing/FRAN_RI_004-d3ndeqfgxh--1jfahqpfswhj2","d3ndeqfgxh--1jfahqpfswhj2","Thing","apartheid",,,,"thing/FRAN_RI_004-d3ndeqeo9e--5dribgxx6fm8","régime politique",,,,,,,,
"thing/FRAN_RI_004-d3ndf1wifu-bu6drwqt1642","d3ndf1wifu-bu6drwqt1642","Thing","apatride",,,,"thing/FRAN_RI_004-d3ndf1vz1f-y24sf513ov0m","nationalité",,,,,,,,
"thing/FRAN_RI_004-d3ndfhjzvs--65i3mnouhgn4","d3ndfhjzvs--65i3mnouhgn4","Thing","appareillage","prothèse",,,"thing/FRAN_RI_004-d3ndfhjbb4--twot8kpdo717","soin médical",,,,,,,,
"thing/FRAN_RI_004-d3ndfltflf--1lye32acxq33","d3ndfltflf--1lye32acxq33","Thing","appariement d'établissement",,"Coopération institutionnalisée entre deux établissements scolaires français et étranger, liée à leur programme pédagogique et donnant lieu à des échanges de classes.",,"thing/FRAN_RI_004-d3ndflsggi-1qui98gtoscy","établissement d'enseignement",,,,,,,,
"thing/FRAN_RI_004-d3ndeyhmxz-1fgdeqqnj0gyv","d3ndeyhmxz-1fgdeqqnj0gyv","Thing","appelé",,,,"thing/FRAN_RI_004-d3ndeygwfh--mi0jhk7uzypn","service national",,,,,,,,
"thing/FRAN_RI_004-d3ndf3xsvz-8s7w6hwa5f57","d3ndf3xsvz-8s7w6hwa5f57","Thing","application des peines","exécution des peines",,,"thing/FRAN_RI_004-d3ndf3wa4w-17dy27obm1pb1","peine",,,,,,,,
"thing/FRAN_RI_004-d3ndf0u8l0--pt1guzjb1oh0","d3ndf0u8l0--pt1guzjb1oh0","Thing","application du droit communautaire",,"Concerne les règlements et les décisions qui sont directement applicables. Les recommandations et les avis ne sont pas contraignants.",,"thing/FRAN_RI_004-d3ndf0t0ly--4tdn61a25ol2","droit communautaire",,,,,,,,
"thing/FRAN_RI_004-d3ndfjeo4y--rm7u7zlkq0h1","d3ndfjeo4y--rm7u7zlkq0h1","Thing","apprentissage",,,,"thing/FRAN_RI_004-d3ndfje73w-1twb9qzh6uzph","formation professionnelle",,"thing/FRAN_RI_004-d3ndflu2nr-qdz9y5y0ifen",,,,,,
"thing/FRAN_RI_004-d3ndflbupn--1ksthla3dwcjz","d3ndflbupn--1ksthla3dwcjz","Thing","apprentissage maritime",,,,"thing/FRAN_RI_004-d3ndflbjac-13yyvhi0khdld","enseignement maritime",,,,,,,,
"thing/FRAN_RI_004-d3ndf7zlz7-3wrm1h5sqga8","d3ndf7zlz7-3wrm1h5sqga8","Thing","aquaculture",,,,"thing/FRAN_RI_004-d3ndf7z3fu-1o114d1g06xzr","élevage",,,,,,,,
"thing/FRAN_RI_004-d5b8ib3wv0-tbiwv4hcjp16","d5b8ib3wv0-tbiwv4hcjp16","Thing","aqueduc",,"Conduite d'amenée d'eau. L'aqueduc peut être souterrain ou porté au-dessus du sol par une suite d'arcades. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-1006)",,"thing/FRAN_RI_004-d3ndfe25gv-103gm04t47g17","adduction d'eau",,,"http://data.bnf.fr/ark:/12148/cb11939572w | http://vocab.getty.edu/aat/300006165 | http://fr.dbpedia.org/resource/Aqueduc",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndf8emte--3ppmmq9u9um2","d3ndf8emte--3ppmmq9u9um2","Thing","arboriculture",,,,"thing/FRAN_RI_004-d3ndf8e1ow-14wbs46urylkr","production végétale",,,,,,,,
"thing/FRAN_RI_004-d3ndf8f602-cmsj7osh2v73","d3ndf8f602-cmsj7osh2v73","Thing","arbre fruitier",,,,"thing/FRAN_RI_004-d3ndf8emte--3ppmmq9u9um2","arboriculture",,,,,,,,
"thing/FRAN_RI_004-d3ndfringr--1cipsn2o29v07","d3ndfringr--1cipsn2o29v07","Thing","archéologie",,,,"thing/FRAN_RI_004-d3ndfrhzbm--1brtw0y7lc75e","patrimoine culturel",,,,,,,,
"thing/FRAN_RI_004-d3ndfdfifs-acbxqy96hpwv","d3ndfdfifs-acbxqy96hpwv","Thing","architecture",,,,"thing/FRAN_RI_004-d3ndfdf34t-1jt4fa21jz9q9","construction",,"thing/FRAN_RI_004-d3ndfr62kp--ukmgdsfk0mmq",,,,,,
"thing/FRAN_RI_004-d3ndfrnrc6--1qjdbpds4x1sh","d3ndfrnrc6--1qjdbpds4x1sh","Thing","archives",,,,"thing/FRAN_RI_004-d3ndfrng4n-rx2protb77a2","patrimoine écrit",,,,,,,,
"thing/FRAN_RI_004-d3ndevy9py-1ncy20of9owjc","d3ndevy9py-1ncy20of9owjc","Thing","arme",,,,"thing/FRAN_RI_004-d3ndevxh1v-19awcipr7er91","port d'arme",,,,,,,,
"thing/FRAN_RI_004-d3ndexry6y-1518kkggd9j1r","d3ndexry6y-1518kkggd9j1r","Thing","Arme blindée cavalerie","cavalerie",,,"thing/FRAN_RI_004-d3ndexr7w8-3i8jw6oqqupz","armée de terre",,,,,,,,
"thing/FRAN_RI_004-d3ndexloac--1npmzrgou9tbu","d3ndexloac--1npmzrgou9tbu","Thing","armée","forces armées",,,"thing/FRAN_RI_004-d5b8ib682e-18rt5nywsl0rl","défense",,,,,,,,
"thing/FRAN_RI_004-d3ndexn4ga--16h6ru34we8u6","d3ndexn4ga--16h6ru34we8u6","Thing","armée de l'air",,,,"thing/FRAN_RI_004-d3ndexloac--1npmzrgou9tbu","armée",,,,,,,,
"thing/FRAN_RI_004-d3ndexqh5y-1bbbyvsf626zk","d3ndexqh5y-1bbbyvsf626zk","Thing","armée de métier",,,,"thing/FRAN_RI_004-d3ndexloac--1npmzrgou9tbu","armée",,,,,,,,
"thing/FRAN_RI_004-d3ndexr7w8-3i8jw6oqqupz","d3ndexr7w8-3i8jw6oqqupz","Thing","armée de terre",,,,"thing/FRAN_RI_004-d3ndexloac--1npmzrgou9tbu","armée",,,,,,,,
"thing/FRAN_RI_004-d3ndexzv5v--11c9kchgf6ves","d3ndexzv5v--11c9kchgf6ves","Thing","armée étrangère",,,,"thing/FRAN_RI_004-d3ndexloac--1npmzrgou9tbu","armée",,,,,,,,
"thing/FRAN_RI_004-d3ndeyrsqx-hh0aqzx92pe8","d3ndeyrsqx-hh0aqzx92pe8","Thing","armement",,,,"thing/FRAN_RI_004-d5b8ib682e-18rt5nywsl0rl","défense",,,,,,,,
"thing/FRAN_RI_004-d3ndeysiee-u4nfgn7huwef","d3ndeysiee-u4nfgn7huwef","Thing","armement conventionnel",,,,"thing/FRAN_RI_004-d3ndeyrsqx-hh0aqzx92pe8","armement",,,,,,,,
"thing/FRAN_RI_004-d3ndffjwbw--1xrn99edy4w07","d3ndffjwbw--1xrn99edy4w07","Thing","armement maritime","armement naval","Equipement d'un navire des moyens nécessaires à la navigation.",,"thing/FRAN_RI_004-d3ndffiw47-f999jn6c2lb1","transport maritime",,,,,,,,
"thing/FRAN_RI_004-d5b8idipe9--1p0ye6eqqtgox","d5b8idipe9--1p0ye6eqqtgox","Thing","armement nucléaire, biologique, chimique","armement NBC",,,"thing/FRAN_RI_004-d3ndeyrsqx-hh0aqzx92pe8","armement",,,,,,,,
"thing/FRAN_RI_004-d3ndewyaqq-1hhuubo0zkf3f","d3ndewyaqq-1hhuubo0zkf3f","Thing","armistice",,,,"thing/FRAN_RI_004-d3ndewxhfd-1efye4saddiop","guerre",,,,,,,,
"thing/FRAN_RI_004-d3ndf1jkef--1asdy7zcx82tv","d3ndf1jkef--1asdy7zcx82tv","Thing","armoiries","héraldique",,,"thing/FRAN_RI_004-d3ndf1hi16-ml15bt04g5px","droit des personnes",,,,,,,,
"thing/FRAN_RI_004-d3ndevb4l0-rtnysn34cerm","d3ndevb4l0-rtnysn34cerm","Thing","arrestation",,,,"thing/FRAN_RI_004-d3ndevadur-1n6mdmvq23xj3","ordre public",,,,,,,,
"thing/FRAN_RI_004-d3ndetpnn6--1n5gbre0p24m6","d3ndetpnn6--1n5gbre0p24m6","Thing","arrondissement",,"Créé par la loi du 17 février 1800.",,"thing/FRAN_RI_004-d3ndetoslp-1udbdfh1pu6ju","circonscription territoriale",,"thing/FRAN_RI_004-d3ndeu2w8u--gm8xskj9qxy4",,,,,,
"thing/FRAN_RI_004-d3ndeyx20c-krdai3btulo7","d3ndeyx20c-krdai3btulo7","Thing","arsenal",,"Atelier de fabrication et de réparation ou simple dépôt pour les armes et les munitions. L'arsenal est un local compris dans un ensemble ou un édifice, fortifié ou non. Dans le domaine maritime, établissement d'État chargé de la construction, de l'entretien et de la réparation des navires. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-458)",,"thing/FRAN_RI_004-d3ndeywb2b--1fba38375gov0","infrastructure militaire",,,"http://data.bnf.fr/ark:/12148/cb11952358h | http://vocab.getty.edu/aat/300000448 | http://fr.dbpedia.org/resource/Arsenal",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndexsx43-xvhjyf8hdoo1","d3ndexsx43-xvhjyf8hdoo1","Thing","Artillerie",,,,"thing/FRAN_RI_004-d3ndexr7w8-3i8jw6oqqupz","armée de terre",,,,,,,,
"thing/FRAN_RI_004-d5b8ib6m2t--o8vrdjbrnsql","d5b8ib6m2t--o8vrdjbrnsql","Thing","artisan",,,,"thing/FRAN_RI_004-d3ndfjiqxm-1qmouj5vguwy2","catégorie socio-professionnelle",,,,,,,,
"thing/FRAN_RI_004-d3ndf9dym8-1849smi8rlf9y","d3ndf9dym8-1849smi8rlf9y","Thing","artisanat",,,,"thing/FRAN_RI_004-d3ndf9dgie--11efvf0r02lcw","industrie",,,,,,,,
"thing/FRAN_RI_004-d5b8ic1atj-1febj5uba4dd0","d5b8ic1atj-1febj5uba4dd0","Thing","arts appliqués","art appliqué",,,"thing/FRAN_RI_004-d3ndfr1lze-alqi7m0ihtk2","création artistique",,,,,,,,
"thing/FRAN_RI_004-d3ndeujxig--1f2zooicchjwx","d3ndeujxig--1f2zooicchjwx","Thing","arts et lettres",,,,"thing/FRAN_RI_004-d3ndeuj59v--kuhvzadttian","décoration",,,,,,,,
"thing/FRAN_RI_004-d5b8iajjiz-zye35pyu8la4","d5b8iajjiz-zye35pyu8la4","Thing","arts graphiques","art graphique",,,"thing/FRAN_RI_004-d5b8ie42ao-xaa11jrn69vn","arts plastiques",,,,,,,,
"thing/FRAN_RI_004-d5b8ie42ao-xaa11jrn69vn","d5b8ie42ao-xaa11jrn69vn","Thing","arts plastiques","beaux-arts | art plastique",,,"thing/FRAN_RI_004-d3ndfr1lze-alqi7m0ihtk2","création artistique",,,,,,,,
"thing/FRAN_RI_004-d3ndf09e07--9fv2l2xixsli","d3ndf09e07--9fv2l2xixsli","Thing","asile politique",,,,"thing/FRAN_RI_004-d3ndf08qal-6ycxmtvxog4h","droit d'asile",,,,,,,,
"thing/FRAN_RI_004-d3ndfdujph-1984e8452wx24","d3ndfdujph-1984e8452wx24","Thing","assainissement",,,,"thing/FRAN_RI_004-d3ndfdu5wu--14z5pq4qxc980","travaux publics",,,,,,,,
"thing/FRAN_RI_004-d3ndequu9r--r8d13qjoths9","d3ndequu9r--r8d13qjoths9","Thing","assassinat politique",,,,"thing/FRAN_RI_004-d3ndeqt0b6-11v0xs1y9i01y","crise politique",,,,,,,,
"thing/FRAN_RI_004-d3ndeoupn3--16kg6kndrmdht","d3ndeoupn3--16kg6kndrmdht","Thing","assemblée constituante",,,,"thing/FRAN_RI_004-d3ndeot1ps--1t57ajijqrsbm","constitution",,,,,,,,
"thing/FRAN_RI_004-d3ndfjd6go-6jqxbpk3akbn","d3ndfjd6go-6jqxbpk3akbn","Thing","association","club | cercle | amicale",,,"thing/FRAN_RI_004-d3ndfjctj2--r8s6buv1sux2","vie associative",,,,,,,,
"thing/FRAN_RI_004-d3ndfs0nva--3peelukq7co6","d3ndfs0nva--3peelukq7co6","Thing","association cultuelle","association diocésaine",,,"thing/FRAN_RI_004-d3ndfs0cfz--17r891hs1rj6k","organisation religieuse",,,,,,,,
"thing/FRAN_RI_004-d3ndfdcv5s--fc6sfnaqqo6j","d3ndfdcv5s--fc6sfnaqqo6j","Thing","association foncière urbaine",,"Code de l'urbanisme Art. L 322.",,"thing/FRAN_RI_004-d3ndfdcffa-3jry84j95htd","aménagement foncier",,,,,,,,
"thing/FRAN_RI_004-d3m010qbj9f--s0z0jtkd82w1","d3m010qbj9f--s0z0jtkd82w1","Thing","association syndicale de propriétaires",,"Groupement de propriétaires fonciers qui effectuent en commun des travaux d'amélioration ou d'entretien à des fins de mise en valeur des biens ou de gestion des problèmes environnementaux (service-public.fr).",,"thing/FRAN_RI_004-d3ndfdcffa-3jry84j95htd","aménagement foncier",,,,,,,,
"thing/FRAN_RI_004-d3ndf57he4-tbfd4gl6edos","d3ndf57he4-tbfd4gl6edos","Thing","assurance",,,,"thing/FRAN_RI_004-d3ndf56riw-1qhz8z7x0lysc","organisme financier",,,,,,,,
"thing/FRAN_RI_004-d3ndfii6q6--1qrh1g2es1ig5","d3ndfii6q6--1qrh1g2es1ig5","Thing","assurance maladie",,,,"thing/FRAN_RI_004-d3ndfihuvd-pv77iggki08p","sécurité sociale",,,,,,,,
"thing/FRAN_RI_004-d3ndfig80v-12fawi0lm5sg1","d3ndfig80v-12fawi0lm5sg1","Thing","assurance sociale",,"Terme utilisé de 1894 à 1945 (Voir sécurité sociale).",,"thing/FRAN_RI_004-d3ndfidkbd--1mah8x1fiv35s","protection sociale",,,,,,,,
"thing/FRAN_RI_004-d3ndfij1jw-30x1ho7uzbem","d3ndfij1jw-30x1ho7uzbem","Thing","assurance vieillesse",,,,"thing/FRAN_RI_004-d3ndfihuvd-pv77iggki08p","sécurité sociale",,,,,,,,
"thing/FRAN_RI_004-d3ndfy0cjc-djql7g2letbj","d3ndfy0cjc-djql7g2letbj","Thing","astronomie",,"étude des astres, des corps célestes et de la structure de l’univers.",,"thing/FRAN_RI_004-d3ndfxzyiy--1r0fdmeh0m9rx","sciences de le terre et de l'univers",,,,,,,,
"thing/FRAN_RI_004-d3ndfqvum5-73o99jj0suv3","d3ndfqvum5-73o99jj0suv3","Thing","atelier d'artiste",,"Édifice ou partie d'édifice dont les caractéristiques (surface, éclairage, etc.) facilitent le travail d'un artiste. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-354)",,"thing/FRAN_RI_004-d3ndfqb01c-1omem3g67f2h8","équipement culturel",,,"http://data.bnf.fr/ark:/12148/cb119590707 | http://vocab.getty.edu/aat/300007725 | http://fr.dbpedia.org/resource/Atelier_d%27artiste",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d5b8ib759h--1nbnoum2wwx8b","d5b8ib759h--1nbnoum2wwx8b","Thing","athlète de haut-niveau",,,,"thing/FRAN_RI_004-d3ndfwqrp5-wjr11ppvggt7","sport de haut niveau",,,,,,,,
"thing/FRAN_RI_004-d3ndfwcnu9-r00rkhd19lss","d3ndfwcnu9-r00rkhd19lss","Thing","athlétisme",,,,"thing/FRAN_RI_004-d3ndfwbzwv--1ivztjmhgob7p","discipline sportive",,,,,,,,
"thing/FRAN_RI_004-d3ndfbwkgp--1j7plpd9yrxe9","d3ndfbwkgp--1j7plpd9yrxe9","Thing","atmosphère","air",,,"thing/FRAN_RI_004-d3ndfbw253-as9ufz2tfos0","milieu naturel",,,,,,,,
"thing/FRAN_RI_004-d3ndewiv13--1axi4f7zw44dt","d3ndewiv13--1axi4f7zw44dt","Thing","attentat",,,,"thing/FRAN_RI_004-d3ndewi432--evosyskhggr5","terrorisme",,,,,,,,
"thing/FRAN_RI_004-d3ndfyu2sg-dzzieipze3ju","d3ndfyu2sg-dzzieipze3ju","Thing","audiovisuel","audio-visuel | communication audiovisuelle","Pour tout ce qui concerne l'audiovisuel en tant que discipline artistique, voir création audiovisuelle et cinéma",,"thing/FRAN_RI_004-d5b8iebqff--oug3hndh7nps","image animée",,"thing/FRAN_RI_004-d5b8ic58nq--1u5x24q3kcq9l | thing/FRAN_RI_004-d3ndfqxhof-1jeyb2ocpfgcp",,,,,,
"thing/FRAN_RI_004-d3ndfqcjfo-1nl95ebo40tmu","d3ndfqcjfo-1nl95ebo40tmu","Thing","auditorium",,"Édifice ou partie d'édifice abritant une salle destinée à accueillir des événements comme des concerts, des représentations théâtrales, des colloques, etc. et comportant souvent une scène et des gradins. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-413)",,"thing/FRAN_RI_004-d3ndfqb01c-1omem3g67f2h8","équipement culturel",,,"http://data.bnf.fr/ark:/12148/cb11981760j | http://vocab.getty.edu/aat/300004394 | http://fr.dbpedia.org/resource/Auditorium",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndffqc22--1ctgtup35en4y","d3ndffqc22--1ctgtup35en4y","Thing","autobus",,,,"thing/FRAN_RI_004-d3ndffpbeu--1mcdzure57n3f","transport urbain",,,,,,,,
"thing/FRAN_RI_004-d3ndffoyh8-5onjtuwrvh57","d3ndffoyh8-5onjtuwrvh57","Thing","autocar",,,,"thing/FRAN_RI_004-d3ndffok1a-10ypsblwxbbcf","transport interurbain",,,,,,,,
"thing/FRAN_RI_004-d3ndewf8eg-f0i0mqhuerib","d3ndewf8eg-f0i0mqhuerib","Thing","auto-école",,,,"thing/FRAN_RI_004-d3ndewed58--12tv72z212g6z","conduite automobile",,,,,,,,
"thing/FRAN_RI_004-d3ndffuudg-4b4yiz8tnx7f","d3ndffuudg-4b4yiz8tnx7f","Thing","automobile",,,,"thing/FRAN_RI_004-d3ndffuh0b--skumn795tw5n","véhicule",,,,,,,,
"thing/FRAN_RI_004-d3nder9kz8-1ftaj1jjj1b12","d3nder9kz8-1ftaj1jjj1b12","Thing","autonomisme","séparatisme",,,"thing/FRAN_RI_004-d3nder2ofs-144mteblyd657","mouvement politique",,,,,,,,
"thing/FRAN_RI_004-d3ndf6j0i4--1i4ukzdp0n0s2","d3ndf6j0i4--1i4ukzdp0n0s2","Thing","autorisation de programme",,,,"thing/FRAN_RI_004-d699mrdwar7-1w6qiqqrhyfjy","exécution budgétaire",,,,,,,,
"thing/FRAN_RI_004-d3ndey0u30-26t93gq9i4oe","d3ndey0u30-26t93gq9i4oe","Thing","autorisation de servir à l'étranger",,,,"thing/FRAN_RI_004-d3ndexzv5v--11c9kchgf6ves","armée étrangère",,,,,,,,
"thing/FRAN_RI_004-d3ndfflev8-16cum8d7oacd8","d3ndfflev8-16cum8d7oacd8","Thing","autorisation de transport","licence de transport","Autorisation de transport d'une marchandise effectué par les intermédiaires de commerce.",,"thing/FRAN_RI_004-d3ndffl1xm-1sgayn2cpjih5","transport de marchandises",,,,,,,,
"thing/FRAN_RI_004-d3ndetfc8g--1m766kcq8mdcq","d3ndetfc8g--1m766kcq8mdcq","Thing","autorité administrative indépendante",,,,"thing/FRAN_RI_004-d3m010qsk3w--19fxpvqz4cag0","administration après 1789",,,,,,,,
"thing/FRAN_RI_004-d3ndf1lht6-161ptza40szy7","d3ndf1lht6-161ptza40szy7","Thing","autorité parentale","droit de garde",,,"thing/FRAN_RI_004-d3ndf1hi16-ml15bt04g5px","droit des personnes",,"thing/FRAN_RI_004-d3ndfizh1q--1qg031hdowf1v",,,,,,
"thing/FRAN_RI_004-d3ndfg4p6n--a3nptf5vm9lh","d3ndfg4p6n--a3nptf5vm9lh","Thing","autoroute",,"Artère réservée aux seuls véhicules motorisés, dont la chaussée, dédoublée par un séparateur de voie, comporte au moins quatre couloirs de circulation. Elle est reliée à la voirie ordinaire par des échangeurs. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-60)",,"thing/FRAN_RI_004-d3ndfg4cgs-1ubxlggldhl8p","route",,,"http://data.bnf.fr/ark:/12148/cb119310012 | http://vocab.getty.edu/aat/300008220 | http://fr.dbpedia.org/resource/Autoroute",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndfc0t2w-1vwf6c9k6tga3","d3ndfc0t2w-1vwf6c9k6tga3","Thing","avalanche",,,,"thing/FRAN_RI_004-d3ndfby6vp--17wuik1zqv33z","catastrophe naturelle",,,,,,,,
"thing/FRAN_RI_004-d3ndfeyewi--1oxp5vbpv01an","d3ndfeyewi--1oxp5vbpv01an","Thing","aviation civile","aviation marchande","Désigne à la fois l'administration, l' économie et la sociologie de transports aériens et les techniques aéronautiques.",,"thing/FRAN_RI_004-d3ndfey1yw--2mjf9lrsa2b8","transport aérien",,,,,,,,
"thing/FRAN_RI_004-d3ndff24jt--jxra85qf79xu","d3ndff24jt--jxra85qf79xu","Thing","aviation légère","avion léger",,,"thing/FRAN_RI_004-d3ndfeyewi--1oxp5vbpv01an","aviation civile",,,,,,,,
