"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant du lieu dans la version du référentiel interne au SIA (RI_025)","Dénomination préférée (skos:prefLabel)","Historique (rico:history)"
"place/FRAN_RI_025-d3nz8e93n8-w4kd8v6csewt","d3nz8e93n8-w4kd8v6csewt","Adrien-Lesesne (rue)","Voie supprimée."
"place/FRAN_RI_025-d3nz8e9r53--o9uvoklp6y78","d3nz8e9r53--o9uvoklp6y78","Adrienne (cité)","Voie actuelle."
"place/FRAN_RI_025-d3nz8ea2zw-iotuatdeq4pn","d3nz8ea2zw-iotuatdeq4pn","Adrienne (villa)","Voie actuelle."
"place/FRAN_RI_025-d3nz8eaemy--y0zimhzml51y","d3nz8eaemy--y0zimhzml51y","Adrienne-Lecouvreur (allée)","Voie actuelle."
"place/FRAN_RI_025-d3nz8eaqa0-1vtvwk9ibpg4u","d3nz8eaqa0-1vtvwk9ibpg4u","Adrienne-Simon (villa)","Voie actuelle."
"place/FRAN_RI_025-d3nz8e9faa--nytw7yb3peov","d3nz8e9faa--nytw7yb3peov","Adrien-Oudin (place)","Voie actuelle."
"place/FRAN_RI_025-d3nz8eb1x1--b5o79v0mlzdc","d3nz8eb1x1--b5o79v0mlzdc","AE/1 (impasse)","Actuellement passage des Jacobins."
"place/FRAN_RI_025-d3nz8ebdrv-oc39hneqvm9j","d3nz8ebdrv-oc39hneqvm9j","AE/11 (voie)","Actuellement rue Bouvier."
"place/FRAN_RI_025-d3nz8ebude--jdn4klag3w6b","d3nz8ebude--jdn4klag3w6b","AE/12 (voie)","Actuellement rue du Colonel-Rozanoff."
"place/FRAN_RI_025-d3nz8ec5so-q3w2i01m6cat","d3nz8ec5so-q3w2i01m6cat","AE/13 (voie)","Voie supprimée."
"place/FRAN_RI_025-d3nz8edngy-1c1ru6ilncrg8","d3nz8edngy-1c1ru6ilncrg8","AE/14 (voie)","Voie supprimée."
"place/FRAN_RI_025-d3nz8ee06s--11yfrmwgitgcd","d3nz8ee06s--11yfrmwgitgcd","AE/15 (voie)","Actuellement rue Gaston-de-Caillavet."
"place/FRAN_RI_025-d3nz8eec1m--227mnoa735f9","d3nz8eec1m--227mnoa735f9","AE/17 (voie)","Actuellement rue Louis-Vierne."
"place/FRAN_RI_025-d3nz8eenwf--1is0zkxo7ad7p","d3nz8eenwf--1is0zkxo7ad7p","AE/19 (voie)","Actuellement rue Gaston-Tessier."
"place/FRAN_RI_025-d3nz8eezjg--bsvzudcz4buu","d3nz8eezjg--bsvzudcz4buu","AE/20 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz8efb6i-13bd40i5vzyxn","d3nz8efb6i-13bd40i5vzyxn","AF/12 (voie)","Actuellement place Maurice-de-Fontenay."
"place/FRAN_RI_025-d3nz8efn1b-7u9o1l6f4h05","d3nz8efn1b-7u9o1l6f4h05","AF/13 (voie)","Actuellement rue Yéo-Thomas."
"place/FRAN_RI_025-d3nz8efyod--1j0qo9qq6nqkd","d3nz8efyod--1j0qo9qq6nqkd","AF/14 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz8egaqx--j0g3hdshk9w4","d3nz8egaqx--j0g3hdshk9w4","AF/15 (voie)","Actuellement rue du Général-Lucotte."
"place/FRAN_RI_025-d3nz8egmlq-z145oeua5vqv","d3nz8egmlq-z145oeua5vqv","AF/16 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz8egygj--1x3zakae5j4dd","d3nz8egygj--1x3zakae5j4dd","AF/17 (voie)","Actuellement rue Christine-de-Pisan."
"place/FRAN_RI_025-d3nz8eha3l-fp4qeclrkrra","d3nz8eha3l-fp4qeclrkrra","AF/18 (voie)","Voie supprimée."
"place/FRAN_RI_025-d3nz8ehm66-1ima6qcd6t0vs","d3nz8ehm66-1ima6qcd6t0vs","AF/19 (voie)","Actuellement rue du Docteur-Lamaze."
"place/FRAN_RI_025-d3nz8ehy0z--1cj5dp7bbnn4f","d3nz8ehy0z--1cj5dp7bbnn4f","AF/20 (voie)","Actuellement rue Fernand-Léger."
"place/FRAN_RI_025-d3nz8ejfp9--v8w2qwisc0yb","d3nz8ejfp9--v8w2qwisc0yb","Affre (rue)","Voie actuelle. Autre(s) nom(s) : rue d'Alger."
"place/FRAN_RI_025-d3nz8ejsmu-1d480cohiye2t","d3nz8ejsmu-1d480cohiye2t","AG/12 (voie)","Voie supprimée."
"place/FRAN_RI_025-d3nz8ek49w--19kzmvfayitir","d3nz8ek49w--19kzmvfayitir","AG/13 (voie)","Actuellement rue Dieudonné-Costes."
"place/FRAN_RI_025-d3nz8ekgrz-s2bgeqfw9f5b","d3nz8ekgrz-s2bgeqfw9f5b","AG/14 (voie)","Actuellement rue du Moulin-des-Lapins."
"place/FRAN_RI_025-d3nz8eksuk--1lycf5uye5r3a","d3nz8eksuk--1lycf5uye5r3a","AG/15 (voie)","Actuellement rue Carlo-Sarrabezolles."
"place/FRAN_RI_025-d3nz8el4hm--oipehqkb3llx","d3nz8el4hm--oipehqkb3llx","AG/16 (voie)","Voie supprimée."
"place/FRAN_RI_025-d3nz8elgcf-1qesfcg0n8srs","d3nz8elgcf-1qesfcg0n8srs","AG/17 (voie)","Actuellement rue Charles-Tournemire."
"place/FRAN_RI_025-d3nz8elrzg-xrdymjouz0cr","d3nz8elrzg-xrdymjouz0cr","AG/18 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz8em3mi-1v57w9ovbh26k","d3nz8em3mi-1v57w9ovbh26k","AG/19 (voie)","Actuellement rue Sigmund-Freud."
"place/FRAN_RI_025-d3nz8emfp3--m6rj2b2ofnro","d3nz8emfp3--m6rj2b2ofnro","AG/20 (voie)","Actuellement rue Pierre-Soulié."
"place/FRAN_RI_025-d3nz8emr4d-hyohfajw8q1u","d3nz8emr4d-hyohfajw8q1u","Agar (rue)","Voie actuelle. Autre(s) nom(s) : rue Moderne."
"place/FRAN_RI_025-d3nz8en2jn-1reuv88xjjz8p","d3nz8en2jn-1reuv88xjjz8p","Agent-Bailly (rue de l')","Voie actuelle. Autre(s) nom(s) : passage Rodier."
"place/FRAN_RI_025-d3nz8eneeg-ap1iaxki8ph5","d3nz8eneeg-ap1iaxki8ph5","Agnès-aux-Truyes (rue)","Actuellement impasse Berthaud."
"place/FRAN_RI_025-d3nz8enq99--1pz9098rxkxib","d3nz8enq99--1pz9098rxkxib","Agnès-la-Buschère (rue)","Voie supprimée également dénommée rue Agnès-la-Huschère."
"place/FRAN_RI_025-d3nz8ep7ps--1de0eyu7r3ffg","d3nz8ep7ps--1de0eyu7r3ffg","Agnès-la-Huschère (rue)","Voie supprimée également dénommée rue Agnès-la-Buschère."
"place/FRAN_RI_025-d3nz8epk04--ddpu6ha1zyr8","d3nz8epk04--ddpu6ha1zyr8","Agrippa-d'Aubigné (rue)","Voie actuelle. Autre(s) nom(s) : rue d'Aubigné."
"place/FRAN_RI_025-d3nz8epw2o--1r814tqsr1ddn","d3nz8epw2o--1r814tqsr1ddn","Aguespine (cul-de-sac d')","Voie supprimée également dénommée impasse Guépine et rue à la Guépine."
"place/FRAN_RI_025-d3nz8eq7xh--qww1voidxgpd","d3nz8eq7xh--qww1voidxgpd","Aguesseau (place d')","Actuellement place d'Auteuil."
"place/FRAN_RI_025-d3nz8eqjcs-113je2qervaxm","d3nz8eqjcs-113je2qervaxm","Aguesseau (rue d')","Voie actuelle."
"place/FRAN_RI_025-d3nz8eqyvi--10ddymde17hve","d3nz8eqyvi--10ddymde17hve","AH/12 (voie)","Actuellement Boulevard de la Guyane."
"place/FRAN_RI_025-d3nz8erdbf--1urlg6s7yzioz","d3nz8erdbf--1urlg6s7yzioz","AH/13 (voie)","Actuellement rue Pierre-Joseph-Desault."
"place/FRAN_RI_025-d3nz8erob7--gu2b94wavt4d","d3nz8erob7--gu2b94wavt4d","AH/14 (voie)","Actuellement place de la Garenne."
"place/FRAN_RI_025-d3nz8erzaz--5v7x856gojf2","d3nz8erzaz--5v7x856gojf2","AH/15 (voie)","Actuellement rue Louis-Armand."
"place/FRAN_RI_025-d3nz8esaaq--xp8rrhn9c0so","d3nz8esaaq--xp8rrhn9c0so","AH/16 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz8eslai-fw31qpf9k5jh","d3nz8eslai-fw31qpf9k5jh","AH/18 (voie)","Actuellement rue Louis-Pasteur-Valléry-Radot."
"place/FRAN_RI_025-d3nz8eswa9--10vznytgjo8as","d3nz8eswa9--10vznytgjo8as","AH/20 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz8et8kl--sl0tclv3hdwl","d3nz8et8kl--sl0tclv3hdwl","AI/12 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz8etjs4-obmjwxs3sa62","d3nz8etjs4-obmjwxs3sa62","AI/13 (voie)","Actuellement rue André-Voguet."
"place/FRAN_RI_025-d3nz8ev8cq--1ib62r6stcdk7","d3nz8ev8cq--1ib62r6stcdk7","AI/14 (voie)","Actuellement villa Soutine."
"place/FRAN_RI_025-d3nz8evlxm-86c2uhoz47nc","d3nz8evlxm-86c2uhoz47nc","AI/18 (voie)","Actuellement rue Maurice-Genevoix."
"place/FRAN_RI_025-d3nz8evz2z--1l7a8re1vsjbv","d3nz8evz2z--1l7a8re1vsjbv","Aide-Sociale (square de l')","Voie actuelle."
"place/FRAN_RI_025-d3nz8ewc8c-covt9ygv6f30","d3nz8ewc8c-covt9ygv6f30","Aigle (rue de l')","Actuellement partie de la rue Saint-Antoine et de la rue François-Miron."
"place/FRAN_RI_025-d3nz8ewpdq--1m972bxyzj85s","d3nz8ewpdq--1m972bxyzj85s","Aigoux (ruelle des)","Actuellement rue Léopold-Bellan."
"place/FRAN_RI_025-d3nz8ex2j3-bnf9gotxwsnb","d3nz8ex2j3-bnf9gotxwsnb","Aigrettes (villa des)","Voie actuelle."
"place/FRAN_RI_025-d3nz8exfgp--1anqh5144t6c5","d3nz8exfgp--1anqh5144t6c5","Aiguillerie (rue de l')","Actuellement partie de la rue des Lombards."
"place/FRAN_RI_025-d3nz8exsm2-mjkoa4m59n7j","d3nz8exsm2-mjkoa4m59n7j","Aimable (route)","Voie actuelle."
"place/FRAN_RI_025-d3nz8ez9fb-ks4rdb340hpi","d3nz8ez9fb-ks4rdb340hpi","Aimée (villa)","Voie supprimée."
"place/FRAN_RI_025-d3nz8ey5rf--1okgtjfi35ar8","d3nz8ey5rf--1okgtjfi35ar8","Aimé-Lavy (rue)","Voie actuelle. Autre(s) nom(s) : rue Sainte-Euphrasie."
"place/FRAN_RI_025-d3nz8eyiwt-1o24f781njd3b","d3nz8eyiwt-1o24f781njd3b","Aimé-Maillart (place)","Voie actuelle."
"place/FRAN_RI_025-d3nz8eyw26--12voezcqzudzj","d3nz8eyw26--12voezcqzudzj","Aimé-Morot (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8ezmko--1rl36sdn90ugn","d3nz8ezmko--1rl36sdn90ugn","Air (rue de l')","Actuellement rue de Mont-Louis et rue Pierre-Bayle."
"place/FRAN_RI_025-d3nz8ezzq1--78lk72dtjgi4","d3nz8ezzq1--78lk72dtjgi4","Aisne (rue de l')","Voie actuelle. Autre(s) nom(s) : rue d'Aumale."
"place/FRAN_RI_025-d3nz8f1et7-a0axhjh9p4en","d3nz8f1et7-a0axhjh9p4en","Aix (rue d')","Voie actuelle. Autre(s) nom(s) : passage de Joinville, passage Corbeau."
"place/FRAN_RI_025-d3nz8f1t1d-xr97sxu17p7b","d3nz8f1t1d-xr97sxu17p7b","AJ/12 (voie)","Actuellement rue Van-Gogh."
"place/FRAN_RI_025-d3nz8f266q-hg5t7zc3h8nx","d3nz8f266q-hg5t7zc3h8nx","AJ/13 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz8f2j4c--1k2kmi5nd9prr","d3nz8f2j4c--1k2kmi5nd9prr","AJ/14 (voie)","Actuellement villa Méridienne."
"place/FRAN_RI_025-d3nz8f2whh-3w3209ifpnwf","d3nz8f2whh-3w3209ifpnwf","AJ/15 (voie)","Actuellement rue du Colonel-Colonna-d'Ornano."
"place/FRAN_RI_025-d3nz8f39mu--1pdx3jnt62vrn","d3nz8f39mu--1pdx3jnt62vrn","AJ/16 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz8f3mzy--8imjjv2g0axg","d3nz8f3mzy--8imjjv2g0axg","AJ/17 (voie)","Actuellement square Paul-Paray."
"place/FRAN_RI_025-d3nz8f3yf9-156bg06h9ryrl","d3nz8f3yf9-156bg06h9ryrl","AJ/18 (voie)","Actuellement rue Tristan-Tzara."
"place/FRAN_RI_025-d3nz8f49f0--16oub7pz6c65w","d3nz8f49f0--16oub7pz6c65w","AJ/19 (voie)","Actuellement rue Alexander-Fleming."
"place/FRAN_RI_025-d3nz8f4ms5-1naijocxn8ssd","d3nz8f4ms5-1naijocxn8ssd","Ajussiane (rue de l')","Actuellement rue de la Jussienne."
"place/FRAN_RI_025-d3nz8f505a--8c8s64yhzaqs","d3nz8f505a--8c8s64yhzaqs","AK/12 (voie)","Actuellement rue Jeanne-Jugan."
"place/FRAN_RI_025-d3nz8f5dan--14f0l4op2o39u","d3nz8f5dan--14f0l4op2o39u","AK/13 (voie)","Actuellement rue Jacques-Destrée."
"place/FRAN_RI_025-d3nz8f5qns-w3m41tlvs80d","d3nz8f5qns-w3m41tlvs80d","AK/14 (voie)","Actuellement avenue de la Sibelle."
"place/FRAN_RI_025-d3nz8f63t5-1jchk3nqi605w","d3nz8f63t5-1jchk3nqi605w","AK/15 (voie)","Voie supprimée."
"place/FRAN_RI_025-d3nz8f7iwa-71npjmd1byj9","d3nz8f7iwa-71npjmd1byj9","AK/16 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz8f7x4h--lm6dlocmz6x9","d3nz8f7x4h--lm6dlocmz6x9","AK/18 (voie)","Actuellement place Pierre-Mac-Orlan."
"place/FRAN_RI_025-d3nz8f8a9u-11k088nkh3wjq","d3nz8f8a9u-11k088nkh3wjq","AK/19 (voie)","Actuellement rue Emélie."
"place/FRAN_RI_025-d3nz8f8nmy--1wtayw4gp27e9","d3nz8f8nmy--1wtayw4gp27e9","AL/12 (voie)","Actuellement rue du Général-de-Langle-de-Cary."
"place/FRAN_RI_025-d3nz8f90sc-162jyo6bea5yi","d3nz8f90sc-162jyo6bea5yi","AL/13 (voie)","Actuellement rue du Val-de-Marne."
"place/FRAN_RI_025-d3nz8f9e5g--pk7d6djs1zjr","d3nz8f9e5g--pk7d6djs1zjr","AL/14 (voie)","Actuellement rue de l'Empereur-Valentinien."
"place/FRAN_RI_025-d3nz8f9r32--1lmz64vbbmq3o","d3nz8f9r32--1lmz64vbbmq3o","AL/15 (voie)","Actuellement rue Anselme-Payen."
"place/FRAN_RI_025-d3nz8fa4ny--gmmbeascgf0b","d3nz8fa4ny--gmmbeascgf0b","AL/18 (voie)","Actuellement rue de la Croix-Moreau."
"place/FRAN_RI_025-d3nz8fahtc-14f6hkfkpa48i","d3nz8fahtc-14f6hkfkpa48i","Alain (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fauyp--15fn9965siyub","d3nz8fauyp--15fn9965siyub","Alain-Chartier (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fb8bt-ij0f9900getv","d3nz8fb8bt-ij0f9900getv","Alain-de-Dampierre (rue)","Actuellement partie de la rue des Lombards."
"place/FRAN_RI_025-d3nz8fbl9f-1cxymd5dn14b5","d3nz8fbl9f-1cxymd5dn14b5","Alain-Fournier (square)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fbymk-o18x4vxubnpc","d3nz8fbymk-o18x4vxubnpc","Alasseur (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fc9mc--1u4cm6fbwo3e2","d3nz8fc9mc--1u4cm6fbwo3e2","Alban-Satragne (square)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fdox9--1cvg4htgtfiha","d3nz8fdox9--1cvg4htgtfiha","Albe (rue d')","Actuellement rue Lincoln."
"place/FRAN_RI_025-d3nz8fef08-1fmg703ywzjlz","d3nz8fef08-1fmg703ywzjlz","Alberici-Carnificis (vicus)","Actuellement rue Aubry-le-Boucher."
"place/FRAN_RI_025-d3nz8fe22m-l5owv8dnuqh5","d3nz8fe22m-l5owv8dnuqh5","Albéric-Magnard (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8ferxu--8n01oirs1bxe","d3nz8ferxu--8n01oirs1bxe","Albert (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8ff4vg-17te7o9s5zaja","d3nz8ff4vg-17te7o9s5zaja","Albert-Bartholomé (avenue)","Voie actuelle. Autre(s) nom(s) : avenue Bartholomé."
"place/FRAN_RI_025-d3nz8ffht1--tpc81t89nlxa","d3nz8ffht1--tpc81t89nlxa","Albert-Bartholomé (square)","Voie actuelle."
"place/FRAN_RI_025-d3nz8ffuqn-52dxmhm4jcl2","d3nz8ffuqn-52dxmhm4jcl2","Albert-Bayet (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fg7w1--1tkuftni11sok","d3nz8fg7w1--1tkuftni11sok","Albert-Camus (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fgktm-1gvjx0fa0q7a7","d3nz8fgktm-1gvjx0fa0q7a7","Albert-Cohen (place)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fgxr8--7qjwuw0yv7wr","d3nz8fgxr8--7qjwuw0yv7wr","Albert-de-Lapparent (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fhaou-moea90cnphkj","d3nz8fhaou-moea90cnphkj","Albert-de-Mun (avenue)","Voie actuelle. Autre(s) nom(s) : rue de Magdebourg."
"place/FRAN_RI_025-d3nz8fhnmg--1falwprmcq7tu","d3nz8fhnmg--1falwprmcq7tu","Albert-Einstein (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fi0k2-ipml4tltu0ac","d3nz8fi0k2-ipml4tltu0ac","Albert-Ier (cours)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fidpf--3dtr9vj7f5tl","d3nz8fidpf--3dtr9vj7f5tl","Albert-Ier-de-Monaco (avenue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fjtfv--38ynxlj9y7cl","d3nz8fjtfv--38ynxlj9y7cl","Albert-Kahn (place)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fk6dh-15cps7nmko7qv","d3nz8fk6dh-15cps7nmko7qv","Albert-Londres (place)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fkjb3--jcjxybthkcd0","d3nz8fkjb3--jcjxybthkcd0","Albert-Malet (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fkwgg-10zhevr4sk16f","d3nz8fkwgg-10zhevr4sk16f","Albert-Marquet (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fl9e2--nofi0heshfp0","d3nz8fl9e2--nofi0heshfp0","Albert-Robida (villa)","Voie actuelle."
"place/FRAN_RI_025-d3nz8flmbo-be55tis9pyte","d3nz8flmbo-be55tis9pyte","Albert-Roussel (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8flz9a-1sd2j77tkgiak","d3nz8flz9a-1sd2j77tkgiak","Albert-Samain (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fmcen--6n9p6w52690w","d3nz8fmcen--6n9p6w52690w","Albert-Sorel (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fmpc9-npvew10xucsu","d3nz8fmpc9-npvew10xucsu","Albert-Thomas (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fn29v--1dsv0u1zhsjnq","d3nz8fn29v--1dsv0u1zhsjnq","Albert-Willemetz (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fnf7h-u5c4amxr07n5","d3nz8fnf7h-u5c4amxr07n5","Albin-Cachot (square)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fns53-802ouyl36xvn","d3nz8fns53-802ouyl36xvn","Albin-Haller (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fo52p-12f0vyuyprncx","d3nz8fo52p-12f0vyuyprncx","Albinoni (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fpxyi--ysyxks3rcz8u","d3nz8fpxyi--ysyxks3rcz8u","Alboni (rue)","Actuellement rue de l'Alboni."
"place/FRAN_RI_025-d3nz8foi0b--zgd4xyl1juqc","d3nz8foi0b--zgd4xyl1juqc","Alboni (rue de l')","Voie actuelle. Autre(s) nom(s) : rue Alboni."
"place/FRAN_RI_025-d3nz8fqaw3-1cf6y1kgpq8j7","d3nz8fqaw3-1cf6y1kgpq8j7","Alboni (square)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fqntp--p5ckphrcgrkx","d3nz8fqntp--p5ckphrcgrkx","Albouy (rue)","Actuellement rue Lucien-Sampaix."
"place/FRAN_RI_025-d3nz8fr0rb-404hyy0x0xgf","d3nz8fr0rb-404hyy0x0xgf","Albret (cour d')","Voie supprimée."
"place/FRAN_RI_025-d3nz8frdox--rkkgq1hij2fi","d3nz8frdox--rkkgq1hij2fi","Alembert (rue d')","Voie actuelle. Autre(s) nom(s) : avenue de la Chapelle."
"place/FRAN_RI_025-d3nz8frqua-1fgmw655hj6iu","d3nz8frqua-1fgmw655hj6iu","Alençon (quai d')","Actuellement quai de Bourbon et partie du quai d'Anjou."
"place/FRAN_RI_025-d3nz8fs3rw--m23jjxuy3pxq","d3nz8fs3rw--m23jjxuy3pxq","Alençon (rue d')","Voie actuelle."
"place/FRAN_RI_025-d3nz8fsgpi-8enqkxqb1374","d3nz8fsgpi-8enqkxqb1374","Aleps (rue d')","Voie supprimée également dénommée rue d'Alez."
"place/FRAN_RI_025-d3nz8fstn4-1pbbr6barmene","d3nz8fstn4-1pbbr6barmene","Alésia (cité)","Voie supprimée."
"place/FRAN_RI_025-d3nz8ft6kq-llr91kiws5b","d3nz8ft6kq-llr91kiws5b","Alésia (rue d')","Voie actuelle. Autre(s) nom(s) : chemin de la Justice ou des Boeufs."
"place/FRAN_RI_025-d3nz8ftjic-1v89ck2p96egb","d3nz8ftjic-1v89ck2p96egb","Alésia (villa d')","Voie actuelle. Autre(s) nom(s) : villa Parquet."
"place/FRAN_RI_025-d3nz8ftwfy--16uu2jtmkpyhk","d3nz8ftwfy--16uu2jtmkpyhk","Alexander-Fleming (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fu9dk-nqgphemn8ilw","d3nz8fu9dk-nqgphemn8ilw","Alexandre (passage)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fum3e--172gqf94bw7hm","d3nz8fum3e--172gqf94bw7hm","Alexandre-Cabanel (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fvyt7--1k39o2kwy56kx","d3nz8fvyt7--1k39o2kwy56kx","Alexandre-Charpentier (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fwce3-1c87ir69j99ed","d3nz8fwce3-1c87ir69j99ed","Alexandre-de-Humboldt (rue)","Cette dénomination correspond à 3 voies : voie actuelle. Actuelle rue Jean-Dolent. Voie supprimée."
"place/FRAN_RI_025-d3nz8fwqei--x30t2c3oz45k","d3nz8fwqei--x30t2c3oz45k","Alexandre-Dumas (impasse)","Voie supprimée."
"place/FRAN_RI_025-d3nz8fx2wl-118yqgh2hfms0","d3nz8fx2wl-118yqgh2hfms0","Alexandre-Dumas (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fxg1y--wyg5i9d9try2","d3nz8fxg1y--wyg5i9d9try2","Alexandre-III (avenue)","Actuellement avenue Winston-Churchill."
"place/FRAN_RI_025-d3nz8fxszk-xmecrolrnmr6","d3nz8fxszk-xmecrolrnmr6","Alexandre-III (pont)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fy5x6--1r6yljd82xix2","d3nz8fy5x6--1r6yljd82xix2","Alexandre-Langlais (rue)","Cette dénomination correspond à 2 voies supprimées également dénommées rue du Paon et rue de la Monnaie. Voir aussi rue Alexandre-Langlois et rue Alexandri-Anglici."
"place/FRAN_RI_025-d3nz8fyius-318bjw6nzc4l","d3nz8fyius-318bjw6nzc4l","Alexandre-Langlois (rue)","Cette dénomination correspond à 2 voies supprimées également dénommées rue du Paon et rue de la Monnaie. Voir aussi rue Alexandre-Langlais et rue Alexandri-Anglici."
"place/FRAN_RI_025-d3nz8fyvse--j413vs5ztxmx","d3nz8fyvse--j413vs5ztxmx","Alexandre-Lécuyer (impasse)","Voie actuelle."
"place/FRAN_RI_025-d3nz8fz8q0-1bimhf6zpbmoz","d3nz8fz8q0-1bimhf6zpbmoz","Alexandre-Liaume (rue)","Actuellement rue Louis-Codet."
"place/FRAN_RI_025-d3nz8fzlnl--1g4fg4xguzagv","d3nz8fzlnl--1g4fg4xguzagv","Alexandre-Parodi (rue)","Voie actuelle. Autre(s) nom(s) : rue du Canal-Saint-Martin."
"place/FRAN_RI_025-d3nz8fzyl7-ei8561ou69v1","d3nz8fzyl7-ei8561ou69v1","Alexandre-Ribot (villa)","Voie actuelle."
"place/FRAN_RI_025-d3nz8g0bit--1n2bdl2i94s87","d3nz8g0bit--1n2bdl2i94s87","Alexandre-Tansman (villa)","Voie actuelle."
"place/FRAN_RI_025-d3nz8g0oo7-1srz8v15xx80u","d3nz8g0oo7-1srz8v15xx80u","Alexandre-Vialatte (allée)","Voie actuelle."
"place/FRAN_RI_025-d3nz8g2168-19m5s7c4yp1ok","d3nz8g2168-19m5s7c4yp1ok","Alexandri-Anglici (rue)","Voie supprimée également dénommée rue Alexandre-Langlois, rue Alexandre-Langlais et rue du Paon."
"place/FRAN_RI_025-d3nz8g2er4-1uy9y8oidnjil","d3nz8g2er4-1uy9y8oidnjil","Alexandrie (rue d')","Voie actuelle. Autre(s) nom(s) : rue Neuve-de-l'Ursine puis rue des Filles-Dieu."
"place/FRAN_RI_025-d3nz8g2s48--f7eaqqiue3ih","d3nz8g2s48--f7eaqqiue3ih","Alexandrine (passage)","Voie actuelle. Autre(s) nom(s) : passage Alexandrine-Lepeu."
"place/FRAN_RI_025-d3nz8g359m-15uei83s9kjok","d3nz8g359m-15uei83s9kjok","Alexandrine-Lepeu (passage)","Actuellement passage Alexandrine."
"place/FRAN_RI_025-d3nz8g3iez--1q3odvfb7cm0b","d3nz8g3iez--1q3odvfb7cm0b","Alexis-Carrel (rue)","Actuellement rue Jean-Pierre-Bloch."
"place/FRAN_RI_025-d3nz8g3vs4-1da9dyho28lyq","d3nz8g3vs4-1da9dyho28lyq","Alez (rue d')","Voie supprimée également dénommée rue d'Aleps et rue Chardonnet."
"place/FRAN_RI_025-d3nz8g48xh--lnthnersh1a2","d3nz8g48xh--lnthnersh1a2","Alfred-Bruneau (rue)","Voie actuelle. Autre(s) nom(s) : rue de la Fontaine puis avenue Saint-Philibert."
"place/FRAN_RI_025-d3nz8g4m2u--1ef9qujynoa3h","d3nz8g4m2u--1ef9qujynoa3h","Alfred-Capus (square)","Voie actuelle."
"place/FRAN_RI_025-d3nz8g4zfz--e7ylwywyox0s","d3nz8g4zfz--e7ylwywyox0s","Alfred-Cornu (rue)","Voie supprimée également dénommée rue Clopin, rue des anglais, rue du Champ-Gaillard."
"place/FRAN_RI_025-d3nz8g5pyh-qmcyinfc791i","d3nz8g5pyh-qmcyinfc791i","Alfred-Dehodencq (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz8g62w3--1ay6k8ctovp3i","d3nz8g62w3--1ay6k8ctovp3i","Alfred-Dehodencq (square)","Voie actuelle."
"place/FRAN_RI_025-d3nz8g5clc-16tu71rg31m81","d3nz8g5clc-16tu71rg31m81","Alfred-de-Vigny (rue)","Voie actuelle."
